cn,name,position,playerScore,generations,total
前期据点,Early Settlement,2.5948905109489053,76.50729927007299,8.156934306569344,274
Harvest,Harvest,2.1094890510948905,87.58759124087591,7.846715328467154,274
Bio Printing Facility,Bio Printing Facility,2.36996336996337,87.37728937728937,8.564102564102564,273
大流散运动,Diaspora Movement,2.1135531135531136,90.97435897435898,7.4322344322344325,273
安塞波,Ansible,2.27037037037037,89.74444444444444,7.444444444444445,270
蠕虫,Worms,2.3444444444444446,86.9962962962963,8.274074074074074,270
金星改造远征队,Air-Scrapping Expedition,2.3666666666666667,88.73703703703704,8.262962962962963,270
公关办公室,PR Office,2.264925373134328,86.83582089552239,7.436567164179104,268
营销专家,Marketing Experts,2.5730337078651684,79.88389513108615,7.071161048689139,267
节能减排,Energy Saving,2.5568181818181817,81.60984848484848,8.981060606060606,264
人工湖,Artificial Lake,2.2699619771863118,84.93536121673004,8.29657794676806,263
凌云之城,Stratopolis,2.5346153846153845,83.48076923076923,8.515384615384615,260
冲击虫群,Impactor Swarm,2.2170542635658914,87.2015503875969,7.844961240310077,258
Mining Area:ares,Mining Area:ares,2.3255813953488373,82.51550387596899,7.046511627906977,258
呼吸作用增强,Respiration Enhance,2.237354085603113,88.23735408560312,7.45136186770428,257
特别构思,Special Design,2.46,86.332,8.604,250
奇特的赞助者,Eccentric Sponsor,2.34,79.808,7.64,250
诉讼,Law Suit,2.57429718875502,83.50200803212851,7.895582329317269,249
生态调查,Ecological Survey,2.1700404858299596,90.93117408906883,7.22672064777328,247
Industrial Center:ares,Industrial Center:ares,2.3198380566801617,86.26315789473684,7.149797570850202,247
洪水,Flooding,2.4471544715447155,80.01626016260163,7.930894308943089,246
火星温泉,Mars Hot Spring,2.3950617283950617,80.09876543209876,7.061728395061729,243
碳酸盐处理,Carbonate Processing,2.8724279835390947,72.67489711934157,8.54320987654321,243
社区工作者,Community Worker,2.404166666666667,84.6625,7.395833333333333,240
Natural Preserve:ares,Natural Preserve:ares,2.41025641025641,82.57264957264957,7.14957264957265,234
水手湖,Lake Marineris,2.1869565217391305,85.80869565217391,8.421739130434782,230
克隆科技,Clone Technology,2.0748898678414096,90.62114537444934,7.325991189427313,227
Commercial District:ares,Commercial District:ares,2.4044444444444446,85.46666666666667,7.271111111111111,225
Lava Flows:ares,Lava Flows:ares,2.137777777777778,79.85333333333334,6.782222222222222,225
冶炼厂,Smelting Plant,2.3705357142857144,75.87053571428571,7.736607142857143,224
小型风车,Micro-Mills,2.695067264573991,77.0762331838565,8.798206278026905,223
Nuclear Zone:ares,Nuclear Zone:ares,2.355855855855856,81.22522522522523,6.864864864864865,222
熔岩流,Lava Flows,2.315315315315315,79.86036036036036,8.797297297297296,222
Capital:ares,Capital:ares,2.3828828828828827,84.17567567567568,7.193693693693693,222
冻土精炼,Permafrost Extraction,2.286363636363636,81.34545454545454,8.213636363636363,220
赤道导磁体,Equatorial Magnetizer,2.5642201834862384,84.44495412844037,9.022935779816514,218
生物量燃烧,Biomass Combustors,2.7004608294930876,75.06451612903226,8.617511520737327,217
强制降水,Forced Precipitation,2.511627906976744,84.55348837209303,8.274418604651164,215
从金星导入温室气体,GHG Import From Venus,2.5813953488372094,79.91162790697675,7.953488372093023,215
海洋农场,Ocean Farm,2.1728971962616823,85.46728971962617,6.9672897196261685,214
雪藻,Snow Algae,2.5308056872037916,77.8388625592417,7.947867298578199,211
温室气体工厂,GHG Factories,2.707920792079208,71.98019801980197,8.584158415841584,202
大型生态保护区,Large Ecological Reserve,1.9601990049751243,92.68656716417911,7.208955223880597,201
电力补给,Energy Supply,2.39,85.355,7.215,200
社区服务,Community Services,2.321608040201005,91.46231155778895,8.331658291457286,199
生物工程组件,Bioengineering Enclosure,2.3316582914572863,88.95477386934674,7.266331658291457,199
黑色的极地尘埃,Black Polar Dust,2.494949494949495,76.12626262626263,7.984848484848484,198
Self-replicating Robots,Self-replicating Robots,2.4494949494949494,83.36363636363636,8.505050505050505,198
多元化都市,Cultural Metropolis,2.1421319796954315,87.83248730964468,7.345177664974619,197
积累知识,Accumulated Knowledge,2.4693877551020407,80.62755102040816,7.23469387755102,196
电子羊,Electric Sheep,2.4896907216494846,85.88659793814433,7.505154639175258,194
Magnetic Field Generators:promo,Magnetic Field Generators:promo,2.3263157894736843,88.54736842105264,8.257894736842106,190
航空运动锦标赛,Aerosport Tournament,2.265957446808511,94.77127659574468,8.23936170212766,188
硝酸盐还原剂,Nitrate Reducers,2.272727272727273,81.08021390374331,6.93048128342246,187
金星土壤,Venus Soils,2.424731182795699,85.46236559139786,8.123655913978494,186
巨型小行星,Huge Asteroid,2.407608695652174,71.73913043478261,7.239130434782608,184
行星挖掘,Asteroid Hollowing,2.840659340659341,81.02197802197803,9.076923076923077,182
超深钻区域,Mohole Area,2.5138121546961325,75.94475138121547,9.027624309392266,181
热气球提取器,Extractor Balloons,2.3833333333333333,83.52777777777777,8.266666666666667,180
金星磁化器,Venus Magnetizer,2.3833333333333333,87.24444444444444,8.377777777777778,180
无工质推进飞船,EM Drive,2.4916201117318435,82.90502793296089,7.145251396648045,179
生态学专家,Ecology Experts,2.4213483146067416,78.29775280898876,7.786516853932584,178
热力捕获者,Heat Trappers,2.5511363636363638,76.44886363636364,8.960227272727273,176
公开庆典,Public Celebrations,2.2705882352941176,86.4,7.405882352941177,170
熔融工厂,Meltworks,2.5562130177514795,84.01183431952663,8.603550295857989,169
极地工业,Polar Industries,2.4497041420118344,71.7396449704142,7.313609467455621,169
氮气小行星,Aerobraked Ammonia Asteroid,2.532544378698225,80.4319526627219,8.568047337278106,169
红色旅游风潮,Red Tourism Wave,2.281437125748503,89.47904191616766,7.407185628742515,167
生物燃料,Biofuels,2.652439024390244,75.6890243902439,8.225609756097562,164
监护合约,Caretaker Contract,2.6890243902439024,79.26829268292683,8.945121951219512,164
圆顶农业,Dome Farming,2.7300613496932513,74.5521472392638,8.208588957055214,163
重点殖民地,Vital Colony,2.654320987654321,74.75308641975309,7.012345679012346,162
冰川融化,Ice Cap Melting,2.3518518518518516,79.53703703703704,8.45679012345679,162
黑客,Hackers,2.5838509316770186,75.54658385093168,9.006211180124224,161
地质调查,Geological Survey,2.45,83.8125,7.16875,160
急流采集器,Jet Stream Microscrappers,2.4936708860759493,82.89873417721519,8.39240506329114,158
矿石加工厂,Ore Processor,2.8193548387096774,74.48387096774194,8.980645161290322,155
政治结盟,Political Alliance,2.361842105263158,88.09868421052632,7.532894736842105,152
定向冲撞器,Directed Impactors,2.546666666666667,79.12,8.326666666666666,150
议会大厅,Parliament Hall,2.4863013698630136,85.62328767123287,7.527397260273973,146
漂浮物租贷,Floater Leasing,2.4315068493150687,89.4041095890411,8.554794520547945,146
Mohole Area:ares,Mohole Area:ares,2.6344827586206896,77.68275862068965,7.006896551724138,145
紧急改造令,Urgent Terraforming Command,2.1655172413793102,85.90344827586208,7.124137931034483,145
航天任务,Aerospace Mission,2.900709219858156,76.75886524822695,7.283687943262412,141
超深钻探,Mohole,2.6690647482014387,69.64028776978417,7.748201438848921,139
火星媒体中心,Martian Media Center,2.608695652173913,81.3840579710145,7.449275362318841,138
含水层抽水,Aquifer Pumping,2.4420289855072466,74.52898550724638,8.652173913043478,138
回旋冲撞,Rotator Impacts,2.5839416058394162,81.85401459854015,8.788321167883211,137
绝缘,Insulation,2.562962962962963,81.92592592592592,8.881481481481481,135
雇佣,Recruitment,2.253731343283582,86.1268656716418,7.432835820895522,134
海水分解装置,Water Splitting Plant,2.511278195488722,71.81203007518798,8.774436090225564,133
钢铁厂,Steelworks,2.5454545454545454,76.58333333333333,8.969696969696969,132
电网,Power Grid,2.6923076923076925,77.23846153846154,8.830769230769231,130
太阳射线,Solar Cosmic Rays,2.4761904761904763,82.24603174603175,7.484126984126984,126
炼铁厂,Ironworks,2.7936507936507935,73.7936507936508,8.801587301587302,126
氮气运输,Nitrogen Shipment,2.4596774193548385,76.87903225806451,8.5,124
太阳反射器,Solar Reflectors,2.4049586776859506,78.2396694214876,7.867768595041323,121
蝴蝶效应,Butterfly Effect,2.371900826446281,84.75206611570248,7.363636363636363,121
社会支援,Society Support,2.6198347107438016,74.63636363636364,8.611570247933884,121
超深钻探挖掘工程,Mohole Excavation,2.8264462809917354,71.64462809917356,8.347107438016529,121
Outdoor Sports,Outdoor Sports,2.3865546218487395,86.25210084033614,8.378151260504202,119
索莱塔,Soletta,2.8879310344827585,72.78448275862068,8.301724137931034,116
金星优先,Venus First,2.252173913043478,83.45217391304348,7.208695652173913,115
彗星瞄准,Comet Aiming,2.725663716814159,77.63716814159292,8.778761061946902,113
研发资助,Research Grant,2.556701030927835,73.9278350515464,7.072164948453608,97
地下爆破,Underground Detonations,2.8404255319148937,69.35106382978724,8.98936170212766,94
多样性扶持,Diversity Support,1.9230769230769231,99.46153846153847,8.527472527472527,91
By-Election,By-Election,2.611764705882353,82.37647058823529,7.2,85
Trade Advance,Trade Advance,2.2142857142857144,86.38095238095238,6.988095238095238,84
大坝,Great Dam,2.6666666666666665,76.76190476190476,9.678571428571429,84
New Venice,New Venice,2.317073170731707,85.79268292682927,6.621951219512195,82
生物圈支援载体,Biosphere Support,2.6951219512195124,72.15853658536585,8.012195121951219,82
Terraforming Control Station,Terraforming Control Station,2.3205128205128207,86.7051282051282,6.6923076923076925,78
火卫二陨落,Deimos Down,2.210526315789474,77.92105263157895,9.236842105263158,76
违法代表,Banned Delegate,2.3857142857142857,85.1,7.214285714285714,70
Controlled Bloom,Controlled Bloom,2.3142857142857145,85.57142857142857,6.671428571428572,70
Return to Abandoned Technology,Return to Abandoned Technology,2.7285714285714286,80.51428571428572,6.871428571428571,70
Secret Labs,Secret Labs,2.2753623188405796,87.31884057971014,6.6231884057971016,69
Huygens Observatory,Huygens Observatory,2.130434782608696,92.05797101449275,6.898550724637682,69
Soil Detoxification,Soil Detoxification,2.393939393939394,81.37878787878788,6.636363636363637,66
Ceres Spaceport,Ceres Spaceport,2.421875,86.140625,6.75,64
Space Relay,Space Relay,2.3125,86.953125,6.59375,64
Designed Organisms,Designed Organisms,2.1746031746031744,89.42857142857143,6.73015873015873,63
Space Debris Cleaning Operation,Space Debris Cleaning Operation,2.3548387096774195,90.74193548387096,6.919354838709677,62
Microbiology Patents,Microbiology Patents,2.2419354838709675,89.61290322580645,7.016129032258065,62
Public Sponsored Grant,Public Sponsored Grant,2.3934426229508197,84.57377049180327,6.524590163934426,61
Interplanetary Transport,Interplanetary Transport,2.459016393442623,88.57377049180327,6.983606557377049,61
莫霍计划赞助,Sponsored Mohole,2.6166666666666667,73.31666666666666,6.966666666666667,60
不信任票,Vote Of No Confidence,2.559322033898305,81.96610169491525,7.52542372881356,59
Lobby Halls,Lobby Halls,2.4827586206896552,84.34482758620689,6.603448275862069,58
Cyanobacteria,Cyanobacteria,2.0,91.47368421052632,6.754385964912281,57
磁力发动机,Magnetic Field Generators,2.482142857142857,76.80357142857143,9.553571428571429,56
Geological Expedition,Geological Expedition,2.418181818181818,85.36363636363636,6.872727272727273,55
Orbital Laboratories,Orbital Laboratories,2.4545454545454546,81.25454545454545,6.581818181818182,55
Nobel Labs,Nobel Labs,2.2777777777777777,91.42592592592592,6.833333333333333,54
Small Open Pit Mine,Small Open Pit Mine,2.7358490566037736,78.81132075471699,6.90566037735849,53
Lunar Embassy,Lunar Embassy,2.5384615384615383,83.84615384615384,6.788461538461538,52
Red City,Red City,2.2549019607843137,86.50980392156863,6.803921568627451,51
Luxury Estate,Luxury Estate,2.176470588235294,90.6470588235294,6.862745098039215,51
Dyson Screens,Dyson Screens,2.3137254901960786,86.68627450980392,6.7254901960784315,51
Cultivation of Venus,Cultivation of Venus,1.9795918367346939,96.14285714285714,6.938775510204081,49
Anthozoa,Anthozoa,2.3333333333333335,86.41666666666667,6.708333333333333,48
政变,Political Uprising,2.375,77.72916666666667,6.708333333333333,48
Martian Repository,Martian Repository,2.3191489361702127,84.95744680851064,6.8936170212765955,47
Venera Base,Venera Base,1.851063829787234,96.31914893617021,6.808510638297872,47
Expedition to the Surface - Venus,Expedition to the Surface - Venus,2.148936170212766,96.08510638297872,6.808510638297872,47
Cassini Station,Cassini Station,2.3191489361702127,91.1063829787234,6.914893617021277,47
Research Grant:Pathfinders,Research Grant:Pathfinders,2.3260869565217392,81.45652173913044,6.565217391304348,46
Floater-Urbanism,Floater-Urbanism,2.088888888888889,91.71111111111111,6.844444444444444,45
Kickstarter,Kickstarter,2.4444444444444446,85.93333333333334,6.866666666666666,45
Martian Nature Wonders,Martian Nature Wonders,1.9545454545454546,94.79545454545455,6.954545454545454,44
Martian Monuments,Martian Monuments,2.0232558139534884,93.97674418604652,6.72093023255814,43
Martian Dust Processing Plant,Martian Dust Processing Plant,2.857142857142857,77.47619047619048,6.714285714285714,42
Coordinated Raid,Coordinated Raid,2.5,80.26190476190476,6.785714285714286,42
Rare-Earth Elements,Rare-Earth Elements,2.3902439024390243,79.82926829268293,6.682926829268292,41
Breeding Farms,Breeding Farms,2.4878048780487805,86.82926829268293,6.853658536585366,41
Martian Culture,Martian Culture,2.2439024390243905,87.97560975609755,6.926829268292683,41
绝望措施,Desperate Measures,2.275,73.375,6.575,40
贵重气体,Valuable Gases,2.5,78.85,7.15,40
Power Plant:Pathfinders,Power Plant:Pathfinders,2.7948717948717947,78.7948717948718,6.717948717948718,39
Terraforming Robots,Terraforming Robots,2.4358974358974357,86.64102564102564,6.769230769230769,39
High Temp. Superconductors,High Temp. Superconductors,2.3846153846153846,84.23076923076923,6.666666666666667,39
Asteroid Resources,Asteroid Resources,2.236842105263158,87.86842105263158,6.7105263157894735,38
Prefabrication of Human Habitats,Prefabrication of Human Habitats,2.7027027027027026,82.4054054054054,7.405405405405405,37
Pollinators,Pollinators,2.2857142857142856,93.05714285714286,7.057142857142857,35
Dust Storm,Dust Storm,2.323529411764706,77.76470588235294,6.411764705882353,34
Small Comet,Small Comet,2.4411764705882355,81.3529411764706,6.852941176470588,34
Venus First:Pathfinders,Venus First:Pathfinders,1.6363636363636365,90.9090909090909,6.212121212121212,33
Museum of Early Colonisation,Museum of Early Colonisation,2.5625,77.90625,6.5,32
Advanced Power Grid,Advanced Power Grid,2.78125,81.09375,7.125,32
Strategic Base Planning,Strategic Base Planning,2.6875,72.59375,6.53125,32
Cryptocurrency,Cryptocurrency,2.5806451612903225,86.51612903225806,7.161290322580645,31
Crew Training,Crew Training,2.1,86.03333333333333,6.566666666666666,30
Lunar Steel,Lunar Steel,2.1785714285714284,90.35714285714286,7.535714285714286,28
Personal Agenda,Personal Agenda,2.888888888888889,76.62962962962963,6.666666666666667,27
Executive Order,Executive Order,2.111111111111111,77.62962962962963,6.111111111111111,27
Rich Deposits,Rich Deposits,2.923076923076923,80.46153846153847,7.076923076923077,26
HE3 Refinery,HE3 Refinery,2.6538461538461537,90.1923076923077,7.576923076923077,26
对空透镜,Aerial Lenses,2.423076923076923,71.34615384615384,7.038461538461538,26
CO² Reducers,CO² Reducers,2.36,76.48,6.28,25
Early Expedition,Early Expedition,2.28,82.12,6.6,25
Deep Space Operations,Deep Space Operations,3.28,63.32,6.24,25
Flat Mars Theory,Flat Mars Theory,2.96,75.44,6.92,25
Private Security,Private Security,2.6666666666666665,74.79166666666667,6.916666666666667,24
Small Duty Rovers,Small Duty Rovers,1.875,97.75,7.541666666666667,24
Darkside Mining Syndicate,Darkside Mining Syndicate,2.625,90.29166666666667,7.833333333333333,24
Data Leak,Data Leak,2.0416666666666665,89.625,7.166666666666667,24
Preliminary Darkside,Preliminary Darkside,2.4583333333333335,91.79166666666667,7.666666666666667,24
Solar Storm,Solar Storm,2.391304347826087,81.52173913043478,6.782608695652174,23
Social Events,Social Events,2.3181818181818183,95.86363636363636,7.181818181818182,22
Darkside Meteor Bombardment,Darkside Meteor Bombardment,2.5454545454545454,83.18181818181819,7.2727272727272725,22
Economic Help,Economic Help,2.727272727272727,84.13636363636364,7.363636363636363,22
Hydrogen Processing Plant,Hydrogen Processing Plant,2.5714285714285716,75.47619047619048,6.666666666666667,21
Thorium Rush,Thorium Rush,2.5714285714285716,84.42857142857143,7.142857142857143,21
Deep Lunar Mining,Deep Lunar Mining,2.5714285714285716,87.61904761904762,7.904761904761905,21
Luna Project Office,Luna Project Office,2.619047619047619,92.52380952380952,8.047619047619047,21
云海(月面)采矿,Mare Nubium Mine,2.0476190476190474,90.95238095238095,7.380952380952381,21
Economic Espionage,Economic Espionage,2.0476190476190474,88.19047619047619,7.0476190476190474,21
Darkside Incubation Plant,Darkside Incubation Plant,2.238095238095238,98.9047619047619,7.9523809523809526,21
酒海(月面)采矿,Mare Nectaris Mine,2.7142857142857144,81.42857142857143,7.714285714285714,21
Luna Mining Hub,Luna Mining Hub,2.2,99.2,7.85,20
Underground Detonators,Underground Detonators,2.65,89.65,7.8,20
Lunar Industry Complex,Lunar Industry Complex,2.5,93.7,7.7,20
Moon Tether,Moon Tether,1.9473684210526316,103.10526315789474,8.263157894736842,19
Valuable Gases:Pathfinders,Valuable Gases:Pathfinders,2.5789473684210527,80.89473684210526,6.315789473684211,19
Lunar Observation Post,Lunar Observation Post,2.210526315789474,97.47368421052632,8.0,19
Lunar Trade Fleet,Lunar Trade Fleet,2.3157894736842106,91.42105263157895,7.894736842105263,19
Hydrogen Bombardment,Hydrogen Bombardment,2.0555555555555554,91.05555555555556,6.444444444444445,18
Last Resort Ingenuity,Last Resort Ingenuity,2.4444444444444446,86.05555555555556,6.833333333333333,18
Mining Robots Manuf. Center,Mining Robots Manuf. Center,2.611111111111111,89.22222222222223,7.833333333333333,18
Luna Trade Station,Luna Trade Station,2.3333333333333335,98.61111111111111,7.666666666666667,18
Luna Senate,Luna Senate,2.2222222222222223,100.77777777777777,8.0,18
雨海(月面)采矿,Mare Imbrium Mine,2.111111111111111,89.0,7.611111111111111,18
Pride of the Earth Arkship,Pride of the Earth Arkship,2.6470588235294117,86.6470588235294,8.176470588235293,17
殖民者航天飞机,Colonist Shuttles,3.2941176470588234,76.47058823529412,7.647058823529412,17
Habitat 14,Habitat 14,2.411764705882353,85.23529411764706,7.294117647058823,17
Luna Staging Station,Luna Staging Station,2.25,95.0,7.75,16
Tycho Road Network,Tycho Road Network,2.375,95.1875,7.8125,16
Design Company,Design Company,3.125,71.875,6.875,16
Agro-Drones,Agro-Drones,2.75,77.25,7.0,16
Lunar Dust Processing Plant,Lunar Dust Processing Plant,2.6666666666666665,93.2,7.733333333333333,15
Geodesic Tents,Geodesic Tents,2.2666666666666666,92.06666666666666,7.333333333333333,15
亚里士多德道路网,Aristarchus Road Network,2.6,87.06666666666666,7.666666666666667,15
澄海(月面)采矿,Mare Serenitatis Mine,1.5333333333333334,106.66666666666667,7.8,15
Luna Archives,Luna Archives,2.142857142857143,92.0,7.928571428571429,14
Sinus Iridium Road Network,Sinus Iridium Road Network,2.642857142857143,91.85714285714286,7.357142857142857,14
Ozone Generators,Ozone Generators,2.357142857142857,87.0,7.928571428571429,14
Momentum Virium Habitat,Momentum Virium Habitat,2.357142857142857,96.14285714285714,8.428571428571429,14
Grand Luna Academy,Grand Luna Academy,2.857142857142857,88.5,7.928571428571429,14
核心采矿,Core Mine,2.4285714285714284,89.21428571428571,7.5,14
Luna Conference,Luna Conference,2.6153846153846154,82.23076923076923,7.0,13
Heliostat Mirror Array,Heliostat Mirror Array,2.25,92.66666666666667,8.166666666666666,12
Heavy Duty Rovers,Heavy Duty Rovers,1.75,114.25,8.0,12
Solarpedia,Solarpedia,1.9166666666666667,94.75,7.0,12
人工智控挖矿网络,AI Controlled Mine Network,2.5833333333333335,86.33333333333333,7.333333333333333,12
Processor Factory,Processor Factory,2.5833333333333335,95.5,8.083333333333334,12
HE3 Lobbyists,HE3 Lobbyists,2.3333333333333335,84.58333333333333,7.5,12
Darkside Observatory,Darkside Observatory,1.8181818181818181,107.45454545454545,8.0,11
Water Treatment Complex,Water Treatment Complex,2.8181818181818183,88.54545454545455,7.2727272727272725,11
阿基米德水培站,Archimedes Hydroponics Station,3.090909090909091,78.54545454545455,8.454545454545455,11
The Womb,The Womb,2.727272727272727,84.36363636363636,7.818181818181818,11
Sphere Habitats,Sphere Habitats,3.0,93.72727272727273,8.636363636363637,11
综合开采,Mining Complex,2.3636363636363638,85.18181818181819,7.181818181818182,11
哥白尼塔,Copernicus Tower,2.0,106.9,8.3,10
HE3 Fusion Plant,HE3 Fusion Plant,2.8,98.6,8.4,10
富氮彗星,Nitrogenrich Comet,2.8,76.0,7.4,10
Iron Extraction Center,Iron Extraction Center,3.5,89.8,8.9,10
Lunar Mine Urbanization,Lunar Mine Urbanization,2.3,80.8,6.9,10
Experienced Martians,Experienced Martians,3.0,68.4,6.4,10
藻类生物反应器,Algae Bioreactors,3.0,78.6,7.5,10
Anti-desertification Techniques,Anti-desertification Techniques,2.6,71.7,6.4,10
哥白尼太阳能阵列,Copernicus Solar Arrays,2.2,102.3,7.7,10
Luna Train Station,Luna Train Station,2.5,91.8,7.4,10
Solar Panel Foundry,Solar Panel Foundry,2.3,103.3,8.1,10
Titanium Extraction Center,Titanium Extraction Center,2.4,95.4,8.0,10
L.T.F. Headquarters,L.T.F. Headquarters,2.5,92.0,7.9,10
Undermoon Drug Lords Network,Undermoon Drug Lords Network,2.888888888888889,74.22222222222223,7.333333333333333,9
Improved Moon Concrete,Improved Moon Concrete,2.6666666666666665,79.11111111111111,7.555555555555555,9
New Colony Planning Initiaitives,New Colony Planning Initiaitives,2.111111111111111,102.11111111111111,7.888888888888889,9
Rust Eating Bacteria,Rust Eating Bacteria,2.888888888888889,73.88888888888889,7.0,9
月球第一殖民地,First Lunar Settlement,2.25,92.125,7.625,8
基础设施,Basic Infrastructure,2.5,83.0,6.875,8
月球规划办公室,Lunar Planning Office,2.125,89.25,7.125,8
"Staging Station ""Behemoth""","Staging Station ""Behemoth""",3.4285714285714284,82.71428571428571,7.857142857142857,7
Subterranean Habitats,Subterranean Habitats,3.2857142857142856,73.57142857142857,7.142857142857143,7
窃取星核,Starcore Plunter,2.5714285714285716,78.14285714285714,7.571428571428571,7
Rover Drivers Union,Rover Drivers Union,3.0,88.42857142857143,8.285714285714286,7
Syndicate Pirate Raids,Syndicate Pirate Raids,2.142857142857143,101.28571428571429,8.285714285714286,7
Martian Embassy,Martian Embassy,3.142857142857143,94.14285714285714,7.857142857142857,7
Mooncrate Block Factory,Mooncrate Block Factory,2.3333333333333335,108.16666666666667,8.833333333333334,6
Cosmic Radiation,Cosmic Radiation,2.6666666666666665,99.33333333333333,8.166666666666666,6
Earth Embassy,Earth Embassy,2.3333333333333335,88.33333333333333,7.5,6
Luna Political Institute,Luna Political Institute,3.1666666666666665,62.166666666666664,6.833333333333333,6
Titanium Market Monopolists,Titanium Market Monopolists,1.8,103.2,8.8,5
Steel Market Monopolists,Steel Market Monopolists,3.0,75.0,8.2,5
Off-World City Living,Off-World City Living,2.2,105.4,7.6,5
L.T.F. Privileges,L.T.F. Privileges,2.5,93.25,8.75,4
Hypersensitive Silicon Chip Factory,Hypersensitive Silicon Chip Factory,2.25,81.25,8.25,4
HE3 Production Quotas,HE3 Production Quotas,3.3333333333333335,74.33333333333333,6.333333333333333,3
Microsingularity Plant,Microsingularity Plant,1.3333333333333333,118.0,9.0,3
Orbital Power Grid,Orbital Power Grid,2.6666666666666665,78.0,6.666666666666667,3
Lunar Security Stations,Lunar Security Stations,2.5,79.0,8.5,2
Mooncrate Convoys To Mars,Mooncrate Convoys To Mars,2.5,87.0,6.5,2
Luna Ecumenopolis,Luna Ecumenopolis,2.0,87.5,7.0,2
Revolting Colonists,Revolting Colonists,2.0,123.5,8.5,2
An Offer You Can't Refuse,An Offer You Can't Refuse,3.5,78.0,6.5,2
We Grow As One,We Grow As One,3.0,90.0,9.0,1
Declaration of Independence,Declaration of Independence,4.0,76.0,7.0,1
